cleaned_text,label_numeric,label,dominant_topic
"Republican Collins will stay in U.S. Senate, focused on healthcare - U.S. Senator Susan Collins of Maine, a moderate Republican who helped block her party’s efforts to repeal the Affordable Care Act this year, said she planned to remain in her current office rather than run for governor. The four-term incumbent attracted national attention this summer as one of three Republican senators who voted in July against a bill to repeal the law often called Obamacare, a move that angered U.S. President Donald Trump. She said on Friday that remaining in the Senate would allow her to use her powerful voice in reforming the U.S healthcare system. Collins, who like all Republicans in the Senate in 2009 voted against the sweeping healthcare legislation, said she believed urgent action was needed to improve it but criticized the way repeal efforts had been handled over the summer. “When we’re dealing with an issue that affects millions of Americans, we need to understand the consequences of what we are doing, not vote on bills in the middle of the night that have had no substantive hearings,” Collins, 64, told a group of business leaders in Rockland, a city on the state’s midcoast. “We must stop allowing partisanship to be the pre-existing condition that prevents meaningful healthcare reform.” Urgent action is needed to stabilize the insurance markets, including creating high-risk pools, she said. She wants to require employers to offer healthcare coverage only to people who work 40 hours a week or more, raising the threshold from 30 hours. For weeks, Collins had flirted publicly with the idea of launching a bid to succeed Governor Paul LePage, a fiery conservative first elected in 2010 on a wave of support from the populist Tea Party movement. State laws forbid LePage from seeking a third term. Collins and LePage mark out the two poles of the state’s Republican Party. Collins’ independence makes her an increasingly powerful player in Washington, one veteran Maine political observer said. “She is at the very center of virtually every big policy debate and big vote in the U.S. Senate,” said Mark Brewer, professor of political science at the University of Maine. “She remains an incredibly important player on any issue she wants to focus on.” Senate Majority Leader Mitch McConnell welcomed the news: “Her decision to remain in the Senate is important not only for the people of Maine, who she serves so well, but for the nation as a whole.”",1,Real,1
"Trump Might Be About To Viciously Sabotage Healthcare, All To Try And Blame Obama We all know that President Donald Trump has wanted to blow up the disaster that is Obamacare for months now, however, his latest vision of bringing better healthcare to the people of America will actually stop billions of dollars in payments to health insurance companies that serve the poorest enrollees in the Affordable Care Act.If the President stops these payments, the entire health insurance system will be thrown into complete chaos, resulting in higher prices and fewer choices, if any, for consumers. Insurance companies would most likely increase the premiums of people using exchanges such as HealthCare.gov and Covered California, or stop selling to them altogether. Without Trump s payments, this aspect of healthcare will simply fall apart under his watch.The main issue behind all of this are cost-sharing reduction payments, reimbursements to health insurance companies made in order to reduce out-of-pocket costs such as deductibles and copayments for low-income customers. The House of Republicans filed a lawsuit in 2014, which is still pending, against the Obama administration questioning the legality of these payments. According to one White House official, the Trump administration has agreed to make the CSR payment for the month of May, but has made no commitment after that. As Donald Trump himself said about the healthcare system in January during a pre-inauguration speech, The easiest thing would be to let it implode in 17 and believe me, we d get pretty much whatever we wanted. In Trump s unhinged mind, ending what he has referred to as these bailout payments would force democrats to negotiate repealing the Affordable Care Act, however, they don t seem too keen on doing so, nor do the majority of the American people, with 60 percent stating that they don t approve of negotiations that disrupt insurance markets according to a survey conducted last month by the Henry J. Kaiser Family Foundation. Three-quarters of those surveyed also believe the ACA should be kept running and two-thirds, including a majority of Republicans, believe that the repercussions of any further problems stemming from changes to healthcare in the USA sit squarely on President Trump s shoulders.Still, the President continues to ignore any advice given to him and remains in favor of cutting the payments. To be eligible for the cost reduction, enrollees in exchanges can earn up to 250 percent of the federal poverty level, which equals $30,015 per person. With the CSR payments being made by the government, deductibles of thousands of dollars are reduced to just hundreds for the consumer, a subsidy that has been received by seven million people between November 1, 2017, and January 31 this year, equating to 58 percent of exchange enrollees.Without the Trump administration making these CSR payments, insurers would need to raise premiums by an average of 19 percent on top of any other price increases next year.Featured image via Mark Wilson/Getty Images",0,Fake,1
"White House says vote on healthcare plan may not come for weeks WASHINGTON - A congressional vote on a Republican healthcare plan may not come for weeks as leaders in the House of Representatives and the Senate continue negotiations over possible proposals, the White House said on Monday. Any vote on healthcare legislation would be determined by Republican congressional leaders and when they have enough votes to pass a plan, White House spokesman Sean Spicer told reporters at a daily news briefing after U.S. President Donald Trump last week said he was in no rush for a vote.",1,Real,1
"Trump consults Republican senators on Fed chief candidates WASHINGTON - U.S. President Donald Trump used a luncheon with Senate Republicans on Tuesday to get their views on who he should tap to be the next leader of the Federal Reserve, according to senators who attended. “He said he’d make a decision soon,” Senator John Cornyn, the No. 2 Republican in the Senate, told reporters. Cornyn declined to say who appeared to win the most support. But a source familiar with the matter said Trump polled the Republicans on whether they would prefer Stanford University economist John Taylor or current Fed Governor Jerome Powell for the job. More senators preferred Taylor than Powell, the source said. Trump also said he was considering reappointing the current head of the U.S. central bank, Janet Yellen, the source said. In an interview with Fox Business Network that aired on Sunday, Trump said he was considering nominating both Powell and Taylor for top spots at the Fed, but added that he also liked Yellen. White House officials have said Trump economic adviser Gary Cohn and former Fed Governor Kevin Warsh were also under consideration. Asked who won the poll, Senator John Kennedy told reporters he did not remember. “Some people raised their hands on some names and some on others, but I don’t think anybody counted them,” he said. Another senator who attended, Tim Scott, said he thought Taylor had won, Bloomberg News reported, remarks that pushed yields on U.S. government debt higher and weighed on stocks. Yellen, who was nominated to the top job at the Fed by Democratic President Barack Obama, has led the central bank since early 2014. Her term expires in February, but Trump could decide to renominate her. Any nominee would have to win Senate approval. “He mentioned he’d had a really great meeting” with Yellen, Kennedy said. “But I couldn’t tell which way he was going, and its not my place or anybody else’s to ask.”",1,Real,2
"Trump donates first-quarter salary to National Park Service WASHINGTON - President Donald Trump, who made a fortune in real estate before running for political office, has decided to donate his first-quarter salary of $78,333 to the National Park Service, the White House announced on Monday. During the presidential campaign, Trump said he would donate his $400,000 annual salary if he were elected. “That’s no big deal for me,” he told a town-hall style meeting in September 2015. Interior Secretary Ryan Zinke, whose agency oversees the 100-year-old protector of 417 national parks, monuments and other sites, said he was “thrilled” at Trump’s decision. “We are going to dedicate and put it against the infrastructure on our nation’s battlefields,” Zinke said, appearing alongside White House spokesman Sean Spicer at a daily briefing. “We are about $229 million behind in deferred maintenance on our battlefields alone,” Zinke said.",1,Real,8
"House approves $8 billion in initial Hurricane Harvey relief WASHINGTON - The U.S. House of Representatives on Wednesday approved roughly $8 billion in initial emergency aid for relief and rebuilding after Hurricane Harvey, which tore into Texas on Aug. 25. The House-passed measure, which provides $7.4 billion for the Federal Emergency Management Agency and $450 million for the Small Business Administration, will now go to the Senate. Barring unexpected setbacks, the aid measure is expected to be sent to the White House by the end of the week. After a White House meeting between President Donald Trump and congressional leaders from both parties, Senate Minority Leader Chuck Schumer and House Minority Leader Nancy Pelosi announced that they had reached a deal to tie the Harvey aid to short-term measures to fund the government and raise the debt ceiling through Dec. 15. “Both sides have every intention of avoiding default in December and look forward to working together on the many issues before us,” Schumer and Pelosi said in a joint statement. Senate Majority Leader Mitch McConnell had favored linking the Harvey aid to a measure to raise the debt ceiling, or the federal government’s borrowing limit, through the 2018 midterm elections, aides said. But many conservative Republicans oppose tying Harvey aid to a debt ceiling measure without related reforms. Republicans at the White House meeting had pressed to raise the debt ceiling for a longer period of time but Trump sided with Democrats, who said earlier on Wednesday they would back a three-month extension, an individual briefed on the meeting said. If passed, the deal would avoid a shutdown of the U.S. government by using a three-month, short-term patch to fund the government at current levels through Dec. 15 while Congress works out a longer-term spending package for fiscal year 2018.",1,Real,1
"Trump Said He Could Easily End The Bloodshed In Chicago, A New DOJ Plan Doesn’t Even Mention It Trump has repeatedly decried the gun violence that plagues the city of Chicago, along with other Republicans and NRA-types who claim that Chicago is proof that gun laws only serve to create more bloodshed. Yet, here is Jeff Sessions, creating a program to give more federal manpower to 12 cities to help them combat violent crime and Chicago isn t one of them.The 12 cities are:The absence of Chicago and another city with a huge violent crime problem, Baltimore, is a bit surprising. Earlier this year, Donald Trump compared Chicago to Afghanistan in terms of being a war zone, and threatened to send in the feds if Chicago officials were unable to stop the bloodshed. He also blasted the Chicago Police Department for not doing the job: Maybe they re not gonna have to be so politically correct. Maybe they re being overly political correct. Maybe there s something going on. But a DOJ report blistered the CPD over its use of excessive force and routine violations of the constitutional rights of residents. This is particularly true for Chicago s black and Latino residents. Furthermore, Chicago s mayor, Rahm Emannuel, has repeatedly asked for more help from the federal government to combat these problems.There s one worrying thing about this plan, too: Are DOJ officials going to work with these cities to develop broken-windows policing techniques? That doesn t work it just leads to a higher incarceration rate for ridiculously minor crimes. It also disproportionately targets the black community, making it an inherently racist policy.In the end, though, if Chicago is such a god-awful mess, and they want the help, then why wouldn t the DOJ put Chicago on this list? It s always possible that these 12 cities are testing grounds. However, it s also possible that they think they don t need to prioritize Chicago right now because they already sent 20 agents from the the ATF, and are considering reallocating federal prosecutors.A spokesman for the DOJ says that more cities will be added later in the year. The cities on this list will not receive more federal funding, per se, but they will receive agency experts and employees to work with their governments on developing strategies for how to best fight violent crime.Featured image via Scott Olson/Getty Images",0,Fake,5
"Trump HUMILIATED At The Beach This Weekend With HILARIOUS Flying Banner There s some funny business happening this weekend at the Jersey Shore, and it s not the usual shenanigans you have in mind. A Democratic group is flying a HUGE banner today over the very busy beaches of the Jersey Shore with a hilarious anti-Trump message.The banner that reads TRUMP IS ON VACATION WITH YOUR $$ is being flown by the outspoken Bridge Project. They are flying it from Beach Haven all the way up north to Sea Bright.The group cleverly chose this location and weekend because the President is spending a leisurely weekend golfing at his NJ beach resort. Flying this banner is the perfect way to highlight the fact that Trump is spending every weekend golfing at the beach rather than doing his job and to embarrass him about it, bigly.The irony of Trump spending all his weekends golfing is that he used to slam President Obama on Twitter for playing golf while in the office. Now, even Trump s fellow Republicans are recognizing that he is majorly out-golfing Obama. Senator Joni Ernst from Iowa said in an April town hall speech that Trump needs to spend way less time at Mar-a-Lago in Florida if he wants to be an effective president. I do wish he would spend more time in Washington, D.C. That s what we have the White House for. By April Trump had spent as much time traveling during his presidency than Obama did during the entire two terms in the White House. Besides not being in D.C. doing his job, just one of Trump s weekend getaways cost taxpayers $3.6 million.Maybe this banner will help Trump to see the error of his ways? OK, probably not, but at least it will embarrass the shit out of him.Photo by Mike Ehrmann/Getty Images",0,Fake,5
"Highlights: The Trump presidency on April 21 at 6:12 p.m. EDT/2212 GMT - Highlights for U.S. President Donald Trump’s administration on Friday: Trump promises a big announcement about tax reform next week and orders an administration review of Obama-era tax rules written to discourage U.S. companies from relocating overseas to cut their tax bills. Trump tells the Treasury Department to examine two powers given to regulators to police large financial companies following the 2008 financial crisis. South Korea says it is on heightened alert ahead of another important anniversary in North Korea, with a large concentration of military hardware amassed on both sides of the border amid concerns about a new nuclear test by Pyongyang. Trump, striving to make good on a top campaign promise, is pushing fellow Republicans who control Congress to pass revamped healthcare legislation but the same intraparty squabbling that torpedoed it last month could do it again. Defense Secretary Jim Mattis says Syria has dispersed its warplanes in recent days and that it retains chemical weapons, an issue he says will have to be taken up diplomatically. The Department of Justice threatens to cut off funding to California as well as eight cities and counties across the United States, escalating a Trump administration crackdown on so-called “sanctuary cities” that do not cooperate with federal immigration authorities. The United States will not make an exception for American companies, including oil major Exxon Mobil Corp, seeking to drill in areas prohibited by U.S. sanctions on Russia, Treasury Secretary Steven Mnuchin says. Trump and his fellow Republicans who control Congress face their first major budget test next week, with the threat of a government shutdown potentially hinging on his proposed Mexican border wall as well as Obamacare funding. The House of Representatives Intelligence Committee says it has invited FBI, National Security Agency and Obama administration officials to testify as it restarts its investigation into alleged Russian meddling in the 2016 U.S. election. U.N. Secretary-General Antonio Guterres meets with Trump at the White House for the first time since both took office earlier this year and amid a U.S. push to cut funding to the world body and its agencies. The United States has offered to help fund Mexico’s efforts to eradicate opium poppies, a U.S. official says, as Mexican heroin output increased again last year.",1,Real,4
"Billion Dollar Company Tells Employees How They’re Allowed To React On Social Media To 46% Pay Cuts You may not be familiar with the name Unilever, but there is a good chance you have some of their products in your home right at this moment. The multi-national giant owns a lot of the brands many will most likely find in both their bathroom cabinet, such as Axe and Dove, as well as in their kitchen, with brands including Hellman s, Best Foods, and I Can t Believe It s Not Butter. The company also makes Lipton Ice Tea in a partnership with PepsiCo.But Unilever s biggest cash-cow is ice-cream, with an annual turnover of almost $6 billion. The corporation owns Ben & Jerry s, Klondike, Popsicle, and Slim Fast just to name a few, but they aren t the names that are paying the bills It s what is officially known as the Heartbrand umbrella, available in over 40 countries under different names in order to retain a sense of regional familiarity, but always recognizable by its heart-shaped logo. If you have ever eaten a Magnum or a container of Blue Ribbon, you ll understand exactly how they got so big.Like most large corporations, however, it has also been discovered that Unilever is heartless at their core. This was proven after they applied to Australia s Fair Work Commission to terminate an enterprise agreement at its Heartbrand, known as Streets, manufacturing plant in western Sydney, Australia. It s a move that would result in workers facing pay cuts of up to 46%. Furthermore, their conditions would depreciate significantly as they would also lose existing limits on overtime, redundancy conditions, and protections against the use of labor hire and contractors among other current restrictions.Now it has come to light that Unilever is also briefing employees on how they are able to react on social media to their potential significant loss of wages and workers rights. A leaked memo from the company to employees states what constitutes the breach of company policy when posting on social media about the situation, covering everything right down to commenting with emojis.Could this two-page document pave the way to further stifling employees freedom to express their dissatisfaction? Read through and decide for yourself: The Australian Manufacturing Workers Union have also taken on Unilever with their Say No To Streets campaign that allows protesters to email both the Streets Financial Officer and the factory Site Manager directly on the topic.Featured image via screenshot",0,Fake,1
"Democratic leader urges U.S. House to move on Obamacare fixes WASHINGTON - U.S. House of Representatives Democratic leader Nancy Pelosi urged Republicans to establish a process to move forward on improvements to Obamacare on Friday after their healthcare reform effort failed in the Senate. “We call upon the speaker to establish a process - we can go right to the committees - and have the discussion on how we keep America healthy,” Pelosi said at a news conference at which Democrats called for a bipartisan effort on healthcare reform.",1,Real,1
"California lawmakers take anti-Trump stance as session ends SACRAMENTO, Calif. - California lawmakers voted to become a sanctuary state, tussled over hot-button environmental issues and urged other states to refuse to cooperate with President Donald Trump’s Election Integrity Commission as their legislative year ended early on Saturday. The majority Democratic lawmakers headed back to their districts having positioned the state in opposition to conservative policies proposed by the Republican-dominated U.S. Congress and President Donald Trump on immigration, the environment and other issues. “It’s a purposeful positioning,” said political analyst Sherry Bebitch Jeffe, a senior fellow at the University of Southern California. “We have a different political path and a different ideological path than the Republican-controlled Congress and White House have.” This year, California lawmakers have strengthened protections for undocumented immigrants, increased the gasoline tax and extended a program aimed at compelling businesses to reduce air pollution, all in opposition to federal policies. Early on Saturday, lawmakers gave last-minute support to a bill barring local governments from forcing undocumented immigrants to spend extra time in jail just to allow enforcement officers to take them into their custody. The bill, a compromise from a version that sought to severely restrict interactions between law enforcement and immigration officials, does allow communities to notify the federal government if they have arrested an undocumented immigrant with a felony record. It also allows enforcement agents access to local jails. It came a day after a federal judge barred the U.S. Justice Department from denying public-safety grants to so-called sanctuary cities in retaliation for limiting cooperation with the Trump administration’s crackdown on illegal immigration. The bill goes now to Democratic Governor Jerry Brown for his signature. Trump issued an executive order in January targeting funding for cities that offer illegal immigrants safe harbor by declining to use municipal resources to enforce federal immigration laws. A San Francisco judge blocked the order. Illinois’ Republican Governor signed a bill last month protecting people from being detained because they are the subject of an immigration-related warrant. Although California lawmakers have enacted several environmental protections this year, a measure aimed at weaning the state’s power grid entirely off fossil fuels by 2045 died for the year after lawmakers adjourned without voting on it. California’s three investor-owned utilities, Pacific Gas & Electric , Southern California Edison and San Diego Gas & Electric [SDGE.UL], said the bill does not protect customers from the cost of switching from fossil fuels. Assemblyman Chris Holden, who held the measure in his Utilities and Energy Committee, said he would consider it again when the legislature returns in January for the second half of their two-year session. The legislature also passed a package of bills aimed at increasing the availability of affordable housing in the notoriously expensive state, and approved a plan for spending $1.5 billion in income from the state’s cap-and-trade air quality program, which raises money by selling businesses limited rights to emit pollutants. They passed a resolution condemning the election integrity commission, calling it an effort to suppress the voting rights of minorities and others, and voted to move up the state’s presidential primary from June to March.",1,Real,1
"Kremlin: U.S. to blame for no Putin-Trump bilateral meeting in Vietnam MOSCOW - The Kremlin said on Sunday that inflexibility on the part of the United States was to blame for the lack of a bilateral meeting between Russia’s President Vladimir Putin and U.S. President Donald Trump during a summit in Vietnam. Trump and Putin met briefly on the sidelines of the Asia-Pacific Economic Cooperation summit in Vietnam on Saturday and agreed on a joint statement supporting a political solution for Syria, but did not hold substantive bilateral talks. “Unfortunately the American side did not offer any alternatives despite all efforts of our Russian colleagues. There was only one time offered that was convenient for the American side, and only one place offered, which had already been rented by the Americans,” Kremlin spokesman Dmitry Peskov was quoted as saying by the RIA news agency. “The Americans showed no flexibility, and unfortunately did not offer any other alternative proposals. That is why the meeting could not happen,” Peskov added. Putin himself said on Saturday the lack of a bilateral meeting with Trump in Vietnam was due to both leaders’ schedules and protocol obstacles that their teams had been unable to overcome. Allegations that Trump’s election campaign colluded with Moscow last year to turn voters away from Democratic candidate Hillary Clinton have hampered the president’s efforts to improve frosty U.S.-Russian relations. Putin renewed his denial of the allegations during his brief meeting with Trump on Saturday. Trump has previously said the accusations of collusion were a hoax.",1,Real,4
"The Media TOTALLY Missed This Horrifying Trump Confession Do you remember Trump s first meltdown week? It was late July, after the Democratic National Convention, and as the election drew closer it seemed to many people as if Donald Trump might be approaching a mental breakdown. It wasn t the final meltdown of the campaign, and doubtless the next four years will prove a harsher test of the Donald s sanity. Yet it did result in some startling moments of honesty as Trump, in the grip of strong emotion, let some things slip that perhaps he shouldn t have.Take July 29, for example. He was speaking in Denver, Colorado when he said the following:We have stupid people representing us. Stupid, stupid people. So, here s what s going to happen. We are going to build, and bring, our best. Look we have the greatest business people in the world. Better than anyplace else. We don t use them. We use political hacks. Some of these business people are not nice people. Who cares? Do you care? I don t think so. Some of these people are vicious, horrible, miserable human beings. Who cares? Who cares? Some of these people they don t sleep at night! They twist, and turn, and sweat! And their mattress is soaking wet! Because they re thinking all night about victory the next day against some poor person that doesn t have a chance! And these people unfortunately, I know them all these people would love to represent us against China, against Japan. Against all of these countries Mexico, where they re killing us at the border, and they re killing us in trade!For the record, I am not making the case he is projecting or speaking indirectly. Despite his attempted qualifier, unfortunately, I know them all, it seems pretty clear that he is directly referring to himself.Think about it. He is clearly stating that we should pick this class of best business people in the world to run things, instead of politicians and public servants. Furthermore, he has selected himself as the epitome of what American leadership should be.So he s talking about himself. Drain the swamp? He s the fucking swamp monster.He describes himself as not nice and a vicious, horrible, miserable human being who twist, turns, and sweats rather than sleeping. That explains the 3 a.m. Twitter temper tantrums, I suppose.He describes himself as staying up all night to figure out how to screw over poor people. I will grant it s not clear whether he means this in a pitiful sense or economically.If you doubt the words as I have recorded them, think that I am taking him out of context in an unfair way, or really want to punish yourself, you can watch him speak below. The reported remarks start around 1:24:00:h/t @NettiLDN for pointing this out on Twitter.Featured image via screencapture from embedded video",0,Fake,5
"U.S. 'diversity visa' program in spotlight after New York attack WASHINGTON - A visa program aimed at diversifying the U.S. immigrant population came under attack from President Donald Trump on Wednesday after he learned that the man accused of killing eight people in New York City on Tuesday used it to enter the country. Sayfullo Saipov, who was charged in Tuesday’s truck attack, immigrated to the United States from Uzbekistan in 2010 after winning a lottery enabling him to obtain a so-called “diversity visa,” two government officials confirmed to Reuters. The program, established by Congress and coordinated by the State Department, has its roots in efforts to bring more Irish and Italian immigrants into the United States. Citizens of countries that send relatively few immigrants to the United States can enter a lottery that grants winners permanent U.S. residency. Applicants must have at least a high school education or its equivalent, or relevant work experience. Just under 11.4 million applicants entered the 2016 lottery for 50,000 slots available to winners and their close family members, according to State Department figures. The visa program has succeeded in diversifying the mix of immigrants that come into the United States each year, but has also drawn criticism for being vulnerable to fraud and for posing national security risks. Trump said on Wednesday he would ask Congress to “immediately” initiate efforts to kill the program, and Republican House Judiciary Committee Chairman Bob Goodlatte, who has long called for an end to diversity visas, said in a statement that they pose “a threat to the safety of our citizens.” Senate Democratic leader Chuck Schumer helped create the program in 1990 when he was a member of the House of Representatives. But he was also part of a group of lawmakers in 2013 who crafted a bipartisan immigration bill that would have done away with the program. That bill was passed by the Senate but was killed by the Republican-led House. Top congressional Democrats on Wednesday defended the program, saying it subjects all visa recipients “to the same stringent vetting as all other immigrant visa programs.” The only other known instance of a diversity visa beneficiary carrying out a deadly terrorist attack in the United States occurred in 2002. That year, an Egyptian man who had received a diversity visa through his wife years earlier shot and killed two people in a Los Angeles airport. The man had earlier sought asylum in the United States but was rejected. Ultimately, he was allowed to stay in the country after his wife won the lottery. As early as 2004, the State Department’s then-deputy inspector general, Anne Patterson, told Congress her office believed the diversity program “contains significant vulnerabilities to national security” and that terrorists could “attempt to use it to enter the United States as permanent residents.” The agency watchdog recommended barring citizens of countries that sponsor terrorism from the program. Over the years, government audits have exposed sophisticated fraud schemes targeting the program, including extortion rackets, sham marriages and the use of fake identification documents. In 2007, Congress’s Government Accountability Office issued a report noting that federal law enforcers “believe that some individuals, including terrorists and criminals, could use fraudulent means to enter or remain in the United States.” The report found, however, “no documented evidence” that diversity visa immigrants “posed a terrorist or other threat.” A September 2013 State Department inspector general report found that “organized fraud rings masquerading as travel agencies” had hijacked the diversity visa program in Ukraine. Under the scheme, Ukrainians were entered in the lottery without their consent, and then held up for money in exchange for the chance to claim a visa or encouraged to enter into sham marriages if they won.",1,Real,8
"Caroline Kennedy Is Eyeing A White House Bid Caroline Kennedy, daughter of President John F. Kennedy, has left her post as Ambassador to Japan. After being forced out by the incoming Trump Administration Kennedy is returning back to civilian life in New York.According to the New York Post, Kennedy is eyeing a potential Senate bid in New York for 2018, in which she would face popular incumbent Kirsten Gillibrand and Congresswoman Carolyn Maloney.But the sources from the Post also say Kennedy s eye is going even further, which includes a White House bid in 2020. Should Trump still be in office , Kennedy would be seen as a liberal alternative to the populist billionaire.According to one source, who is close to the Kennedy family and Caroline Kennedy herself: Caroline had a successful ambassadorial run in Japan and feels really very confident about putting her hat in the ring for a New York congressional or Senate seat, with even possibly bigger political objectives down the road. Another source added: Caroline is seen in some quarters as the next Hillary Clinton. She has the Kennedy name but no Clinton baggage. After serving as Ambassador for three years, Kennedy oversaw an expansion of relations between the U.S. and Japan, which included controversial stances against whaling, and ending nuclear arms expansions.During Kennedy s tenure, her office came under intense scrutiny from the Inspector General s office. The report, which was described as damning, alleges that Kennedy, like Hillary Clinton, used a private email server and mismanaged many aspects of her office. Kennedy has defended her use of private email, as well as her handling of the Ambassador s office.Before becoming a diplomat, Kennedy had been a steadfast advocate for many progressive issues, including her uncle Ted s mission in life universal healthcare. Kennedy also holds progressive views on a variety of social issues, which include supporting abortion rights and LGBT causes. She has called for reauthorizing the assault weapons ban, and says NAFTA needs to be re-examined. One issue that bogged Clinton down in the primary was her initial support for the Iraq War, but Kennedy claims to have opposed it from the beginning.While Kennedy has the money , the name recognition, and the support to run, nothing has been set in stone. Everything is speculative.Aside from Senator Cory Booker, Kennedy has become the first rumored potential candidate for the 2020 election season.Featured image via Slaven Vlasic via Getty Images",0,Fake,2
"Trump slaps sanctions on Venezuela; Maduro sees effort to force default CARACAS/WASHINGTON/ - U.S. President Donald Trump signed an executive order that prohibits dealings in new debt from the Venezuelan government or its state oil company on Friday in an effort to halt financing that the White House said fuels President Nicolas Maduro’s “dictatorship.” Maduro, who has frequently blamed the United States for waging an “economic war” on Venezuela, said the United States was seeking to force Venezuela to default — but he said it would not succeed. The order is Washington’s biggest sanctions blow to date against Maduro and is intended to punish his leftist government for what Trump has called an erosion of democracy in the oil-rich country, which is already reeling from an economic crisis. It suggests a weakening in already strained relations between the two countries. Just three days ago, Maduro said the relations between Caracas and Washington were at their lowest point ever. “All they’re trying to do to attack Venezuela is crazy,” said Maduro on a TV broadcast on Friday. “With the efforts of our people, it will fail and Venezuela will be stronger, more free, and more independent.” Venezuela faces a severe recession with millions suffering food and medicine shortages and soaring inflation. The South American nation relies on oil for some 95 percent of export revenue. Citgo Petroleum [PDVSAC.UL], the U.S. refiner of Venezuela’s ailing state-run oil company PDVSA, is “practically” being forced to close by the order, warned Maduro, adding that a preliminary analysis showed the sanctions would impede Venezuelan crude exports to the United States. He said he was calling “urgent” meetings with U.S. clients of Venezuelan oil. The new sanctions ban trade in any new issues of U.S.-dollar-denominated debt of the Venezuelan government and PDVSA [PDVSA.UL] because the ban applies to use of the U.S. financial system. As a result, it will be it tricky for PDVSA to refinance its heavy debt burden. Investors had expected that PDVSA would seek to ease upcoming payments through such an operation, as it did last year, which usually requires that new bonds be issued. Additional financial pressure on PDVSA could push the cash-strapped company closer to a possible default, or bolster its reliance on key allies China and Russia, which have already lent Caracas billions of dollars. “They want us to fall into default,” said Maduro, adding that just under two-thirds of Venezuelan bond holders are in the United States. Maduro insisted that Venezuela would continue paying its debts. The decision also blocks Citgo Petroleum from sending dividends back to the South American nation, a senior official said, in a further blow to PDVSA’s coffers. However, the order stops short of a major ban on crude trading that could have disrupted Venezuela’s oil industry and worsened the country’s faltering economy. It also protects holders of most existing Venezuelan government and PDVSA bonds, who were relieved the sanctions did not go further. Venezuelan and PDVSA bonds were trading broadly higher on Friday afternoon. “Maduro may no longer take advantage of the American financial system to facilitate the wholesale looting of the Venezuelan economy at the expense of the Venezuelan people,” U.S. Treasury Secretary Steven Mnuchin said on Friday. Venezuela’s Oil Ministry and PDVSA did not immediately respond to a request for comment. PDVSA, the financial engine of Maduro’s government, is already struggling due to low global oil prices, mismanagement, allegations of corruption and a brain drain. Washington last month sanctioned PDVSA’s finance vice president, Simon Zerpa, complicating some of the company’s operations as Americans are now banned from doing business with him. Trump has so far spared Venezuela from broader sanctions against its vital oil industry, but officials have said such actions are under consideration. The Republican president has also warned of a “military option” for Venezuela, although White House national security adviser H.R. McMaster said on Friday that no such actions are anticipated in the “near future.” Venezuela has for months struggled to find financing because of PDVSA’s cash flow problems and corruption scandals have led institutions to tread cautiously, regardless of sanctions. Russia and its state oil company Rosneft have emerged as an increasingly important source of financing for PDVSA, according to a Reuters report. On at least two occasions, the Venezuelan government has used Russian cash to avoid imminent defaults on payments to bondholders, a high-level PDVSA official told Reuters. “At this point our view is that the country can scrape by without defaulting this year, largely with the help of Chinese and Russian backing and by further squeezing imports. Next year is a tossup,” said Raul Gallegos, an analyst with the consultancy Control Risks. However, China has grown reticent to extend further loans because of payment delays and corruption. Russia has been negotiating financing in exchange for oil assets in Venezuela, sources have told Reuters, but going forward it would be difficult for the OPEC member to provide enough assets to keep up loans destined for bond payments. Venezuela’s government has around $2 billion in available cash to make $1.3 billion in bond payments by the end of the year and to cover the import of food and medicine, according to documents reviewed by Reuters.",1,Real,8
