cleaned_text,label_numeric,label
"New Jersey's Murphy echoes Sanders in Democratic bid for governor EDISON, N.J. - Phil Murphy, a wealthy former Goldman Sachs investment banker, might seem an unlikely champion of the working and middle classes. But New Jersey’s Democratic candidate for governor, who leads Republican Lieutenant Governor Kim Guadagno by double digits in polls, has pushed to increase taxes for corporations and the rich to pay for a plethora of populist policy proposals: tuition-free community college, increased school funding and tax credits for families. His race, one of two gubernatorial campaigns in 2017, offers an early opportunity ahead of next year’s bonanza of congressional and governor’s races for Democrats to weigh how to win in the era of Republican President Donald Trump. With Republican Governor Chris Christie’s record-low approval ratings dragging down Guadagno’s campaign, Murphy, a 60-year-old who has never held office, has pushed a decidedly liberal agenda that would put his state at the center of his party’s resistance to the president’s policies. “A lot of people assumed that after the Democratic primary was over, he would pivot more to the center - we haven’t seen that happen,” said Brigid Callahan Harrison, a political science professor at Montclair State University in New Jersey. Guadagno, 58, portrays Murphy as an elitist millionaire - he has spent more than $16 million of his money on his run - and said he has no plan to finance his lofty goals. “I will lower your taxes, and Phil Murphy will raise them,” she said last week at the close of their final debate. Murphy’s stance reflects the national party’s leftward shift, following Vermont Senator Bernie Sanders’ insurgent primary campaign last year against eventual presidential nominee Hillary Clinton. Like Sanders, Murphy has focused his message on a “fairer” economy, vowing to help the middle, not the moneyed, class. He highlights his working-class childhood as proof he understands financial struggle. He has backed a $15 minimum wage, proposed a public bank to provide low-interest loans to residents and promised to force “corporations, hedge funds and the wealthiest among us” to pay their fair share. “He seems like a hardworking guy who can relate to hardworking guys,” said Ed Coryell Jr., a carpenter who attended a union rally in Edison for Murphy earlier this month. “We look for people who are going to create jobs for our members.” Murphy also has woven more traditional Democratic social issues into his campaign, even as he embraces liberal causes such as legalizing marijuana. “Progressive means a lot of things, but I promise you it means at least three things,” Murphy said at a rally on Thursday with former President Barack Obama, under whom he served as ambassador to Germany from 2009 to 2013. “We will fund Planned Parenthood again,” he said. “We will sign sensible gun safety laws to keep our communities safe. And we will do something about climate change.” Most notably, Murphy has said he would extend protections for illegal immigrants, turning New Jersey into a “sanctuary state.” Guadagno seized on that issue, airing a television commercial that said Murphy “will have the backs of deranged murderers.” “Phil Murphy is even to the left of Bernie Sanders,” Guadagno campaign spokesman Ricky Diaz said. “Phil Murphy is out of touch with middle class families who want to make the state safer and more affordable.” Though he has run to the left, Murphy has strong backing from the Democratic establishment, with Obama, Clinton and former vice presidents Joe Biden and Al Gore all campaigning with him this month. By contrast, Guadagno, who is trailing badly in fundraising, has received minimal support from national Republican leaders. There is little question that Murphy’s liberal positions have been buoyed by the headwinds Guadagno faces, given Christie’s and Trump’s statewide unpopularity. That could mean Murphy’s campaign is not a perfect blueprint for other Democratic candidates, some analysts said. “I think a lot of people will turn to New Jersey and say, ‘Democrats have to go progressive,’” said Matthew Hale, a political science professor at Seton Hall University in South Orange, New Jersey. “But I would be very wary of Democrats trying to take a page out of the Phil Murphy playbook in any other place.”",1,Real
"Trump says he has not obstructed FBI's probe Russia probe: Fox News WASHINGTON - U.S. President Donald Trump on Thursday said he had not obstructed the FBI’s investigation into alleged Russian meddling in the 2016 U.S. presidential election and possible collusion by his campaign. “Look, there has been no obstruction, there has been no collusion,” Trump told Fox News Channel in an interview set to air on Friday. Fox provided a partial transctipt of the interview in advance of its airing.",1,Real
"Here Are Five LGBTQ Protections Trump Will Have A VERY Hard Time Reversing One of the most devastated and vulnerable communities under a Donald Trump administration will be the LGBTQ community. The 2016 GOP platform is easily one of the most explicitly anti-LGBTQ in history. They plan to do all they can to discriminate openly, and with control of the entire federal government, they have no one to stop them.However, there are a few things that happened on President Obama s watch that the Republicans will find that their hands are tied on. Firstly, the bigots like Mike Pence and others in Trump s administration can gnash their teeth all they want, but the Supreme Court already ruled on marriage equality. It s done.The only potential caveat here is that, with the death of Justice Antonin Scalia, there s a vacant seat that the GOP obstructionists refused to allow President Obama to fill, though it was rightfully his. Even so, it takes a 60-vote majority for the Senate to confirm a SCOTUS justice, and no way will the Democrats go for some right-wing, homophobic nut on that one. They could try the nuclear option, of course. To that end, let s just make sure we keep Justice Ruth Bader Ginsberg in tip-top shape until we get rid of Trump, Pence, and their cabinet of horrors.Secondly, President Obama was forceful with the issue of repealing Don t Ask, Don t Tell. The United States Armed Forces now has openly LGBTQ soldiers serving in all branches, and transitions for transgender folks are covered as well. President Obama famously told his military chiefs that they could step down if they had issues with his repeal. This is a done deal, and what are they going to do, waltz in and kick all the gay soldiers out? Didn t think so. Even Pence can t be that stupid.Next is the fight for transgender rights. While a lot of the legal stuff was by executive order, and Pence will likely DEMAND that it all be undone immediately, what they cannot undo is public perception. If this extremist administration goes aggressively after transgender people who are easily the most vulnerable in our society they will face swift and immediate backlash. Trump is already entering office as the least popular president in modern history, with the scandal of an investigation into his ties to Russia already hanging over his head. He isn t going to want to make himself even less popular by going after a group of people whose issues are front and center for the first time in history.President Obama also made a point of appointing hordes of openly gay judges to federal judgeships. These folks will smack down anything unconstitutional done against us in the name of Trump and Pence s bigotry, and there isn t a damn thing they can do about it. Absent violating the law, federal judges stay on the bench as long as they damn well please.Lastly but perhaps most importantly President Obama s open support of LGBTQ people pushed our issues to the forefront and changed public perception of us. The bigoted views of the people in Trump s cabinet of extremists are far outside the mainstream. We have President Obama to thank for that. He aggressively promoted equality here at home and on the world stage. He wasn t afraid to call out the bigotry of politicians in the United States, nor those abroad. He deliberately sent gay United States delegates to Russia s Sochi Olympics, in a blatant rebuke of Vladimir Putin s campaign of hate against LGBTQ citizens. He also smacked down the Kenyan president over his country s brutal homophobia. And, in a last nod to our community, President Obama made clear his feelings on the brutal treatment of transgender prisoners by commuting Chelsea Manning s sentence on the way out the door.Thank you, President Obama, for protecting our community. Who knows where we d be without you? We re going to miss you so much.Featured image via screen capture from Twitter",0,Fake
"Supreme Court's Gorsuch criticized over Trump hotel speech WASHINGTON - President Donald Trump’s Supreme Court appointee Neil Gorsuch gave a speech to a conservative group on Thursday at a hotel in which Trump has a financial interest, drawing criticism from protesters outside the building and the top Senate Democrat. About 50 demonstrators appeared outside the Trump International Hotel located just blocks from the White House, saying Gorsuch’s speech called into question his impartiality as the high court potentially weighs cases involving the Republican president, including some involving the hotel itself. “There’s a reason we questioned his independence during his confirmation hearings,” Senator Chuck Schumer said in a statement. Gorsuch was confirmed by the Republican-led U.S. Senate to his lifetime position as a justice in April despite unified opposition from Democrats who said some of his past rulings favored corporations over ordinary Americans and doubted his independence from Trump. Protester Josh Orton, a consultant for abortion-rights group NARAL, said if Gorsuch continues to make appearances that raise ethics questions “the Supreme Court will be in danger of losing its sacred reputation as a neutral arbiter of justice.” Gorsuch did not address the controversy during his 20-minute speech, instead focusing on the work of the event’s organizer, The Fund for American Studies, which runs student academic programs and fellowships promoting limited government and free-market economics. He spoke of his job as a justice, saying, “The people and the place are a joy.” He lauded American values such as free speech and civil rights. Justices often address a variety of groups across the political spectrum in their spare time. But Gorsuch’s speech comes just days before the opening of the U.S. Supreme Court term in which Trump’s administration has a stake in several major cases. The hotel is a focus of lawsuits accusing Trump of violating the U.S. Constitution by letting his properties and restaurants accept payments from foreign governments. “Justice Gorsuch told the Senate during his confirmation that he was committed to the independence and integrity of the judiciary,” said Elizabeth Wydra, president of the Constitutional Accountability Center, which represents more than 200 members of Congress in one of those lawsuits. “His decision to speak at an event that profits the president, however, sadly falls far short of that standard – whether or not speaking at Trump’s hotel breaks any explicit ethics rules.” Supreme Court spokeswoman Kathy Arberg said Gorsuch declined to comment on the ethics issue.",1,Real
"House Republicans propose to scrap $7,500 electric vehicle credit WASHINGTON - House Republicans are proposing to eliminate the $7,500 tax credit for electric vehicles, which could hurt automakers like General Motors Co, Tesla Inc and Nissan Motor Co, according to the bill made public on Thursday. Current law allows automakers to use the credit, which phases out after an automaker hits 200,000 plug-in vehicles sold. Electric vehicles have expensive batteries that make them pricier than gasoline-powered vehicles. Environmental groups and an auto industry trade group blasted the proposal, which would kick in at the end of this year. GM vowed to fight, saying the credits are “an important customer benefit that can help accelerate the acceptance of electric vehicles.” Tesla declined to comment. Nissan said it supports continuing the tax credit and noted it has “made significant investments in the development of market-leading electric vehicles.” Critics of the credit say electric vehicle buyers tend to be wealthier than average and do not need subsidies. Gloria Bergquist, a spokeswoman for the Alliance of Automobile Manufacturers, a trade group representing GM, Toyota Motor Corp, Volkswagen AG and others, said the change could hurt electric vehicle sales. “The potential elimination of the federal electric vehicle tax credit will impact the choices of prospective buyers and make the electric vehicle mandate in 10 states - about a third of the market - even more difficult to meet,” Bergquist said. “The EV tax credit repeal would cede U.S. leadership in clean vehicles, putting our companies at a competitive disadvantage and threatening jobs while costing drivers more at the pump and increasing pollution,” said Luke Tonachel, director of the National Resources Defense Council’s Clean Vehicles and Fuels Project. Automakers have invested billions in electric vehicles and announced plans to shift significant production to plug-in models. Former President Barack Obama unsuccessfully proposed hiking the tax credit for electric vehicles to $10,000 and converting it to a point-of-sale rebate. GM shares fell 1.2 percent in late trading, while Tesla was down 7 percent after reporting earnings. The House GOP plan also calls for repealing and phasing out other energy tax credits, including production and investment tax credit for solar, geothermal, fuel cell, wind energy and other clean energy projects. Automakers face mandates from California and a dozen other states to produce a rising number of zero-emission vehicles and have said the credits are essential to meeting requirements. GM’s electric Chevrolet Bolt starts around $30,000 including the tax credit but rises to $37,500 without it.",1,Real
"Dear Democrats: Throwing Nancy Pelosi Under The Bus Is Not The Answer As Donald Trump stacks his cabinet with ultra-conservative members of Congress, that leaves empty seats that need to be filled. This means special elections are held to fill said seats. Democrats thought we d be able to scoop up at least a seat or two especially when it came to Jon Ossoff of the Georgia District 6 election. However, we fell short by less than four points. Tom Price, who left to become Trump s Health and Human Services Secretary, carried that district by more than 20 points last November. That trend has been consistent throughout all of the special elections, with Democrats making major gains point wise. However, moral victories are not victories, and therefore people are pointing fingers. Right now, the fingers are being pointed squarely at House Minority Leader Nancy Pelosi.Democrats like Rep. Tim Ryan of Ohio are calling for her to step aside for new leadership. Ryan said of Pelosi and the Democratic Party at large after the Ossoff loss: We d better take a good, long, strong look in the mirror and realize that the problem is us, it s the party. Ryan went on to praise Jon Ossoff as a great political candidate who still couldn t carry the national baggage of the Democratic Party. It is also worth noting that Ryan did challenge Pelosi for her leadership position last November and lost spectacularly. So there could still be bitterness there. Rep. Seth Moulton criticized the idea of keeping Leader Pelosi as well: We need to have a plan, we need to have a vision, we need to tell Americans why Democrats will be better, not just why Trump is bad. And I don t think we re doing enough of that, and I think that s evident in this [Georgia] race. This is an empty argument, though, because Ossoff did not run against Trump. He ran on healthcare and the economy. What largely hurt him was his lack of a resume, the fact that the district had been handily in GOP hands for 40 years, and the fact that Republicans stick together when Democrats don t; in this election, lots of Democrats accused him of not being liberal enough. Also, he never sufficiently answered for living outside the district he was running to represent.However, in my humble opinion, what they want to do to Nancy Pelosi would be disastrous. We split the party between the Bernie Sanders/Elizabeth Warren hard left and the Hillary Clinton/Barack Obama left of center in 2016, and look where that got us. When the party is in tatters, it is time to come together to beat the common enemy: the Republicans who are steadily destroying the United States of America as we speak. While we bicker amongst ourselves, demand ideological purity, and attack those who share our same values, they are rolling back civil rights,continuing to gerrymander districts to render Democratic votes useless, using non-existent voter fraud to block people from exercising their right to vote, planning to kill us by taking our healthcare away, destroying public education, and making sure we won t have a planet to live on if they get their way.Now, I know all of the arguments. Pelosi is the Old Guard and it s time for her to go. The Republicans always yoke our candidate to her, paint her as an out of touch, San Francisco liberal, and that means that moderates are afraid to vote for that candidate because they fear a far left agenda. NEWSFLASH: No matter WHO is in leadership, they ll say those things anyway. They think all Democrats are just like Nancy Pelosi, Elizabeth Warren, and Bernie Sanders, despite the fact that this party is as diverse as the people of the nation. That diversity can be our greatest strength rather than a weakness if we just stop fighting one another long enough to heal old wounds from 2016.At least it seems that the Democratic National Committee is speaking out against this dangerous move from inside the House Democratic Caucus. Deputy Chairman Rep. Keith Ellison said of what is going on: Republicans have held this seat for 37 years. In a normal year, we wouldn t even have any shot. We have closed the gap dramatically. I mean, they re the ones that better be worried. I never thought I d say this, but I think we should take the advice of Former GOP Congressman and host of MSNBC s Morning Joe, Joe Scarborough on this one:Setting Pelosi up as scapegoat does Democrats no good. Get a candidate that matches the district and you will win. Joe Scarborough June 21, 2017This is correct. Don t run a New York City liberal Democrat in Ohio. Find some Tim Ryan replicas and we ll carry the whole state. Loathe as I am to say this, in places like South Carolina and rural North Carolina and Georgia, find someone who s a bit more like Joe Manchin than say, Maxine Waters. A DINO is better than a Republican any day. If you can get away with it in those districts, run someone like Claire McCaskill. Match the candidate to the political environment, adjust their positions to match, and we win. Feel out the political landscape in any given area. Also and this is most important get some candidates that can speak to the working class, such as the Democrat from Wisconsin, Randy Bryce, who has launched a moving campaign ad to announce his challenge to current House Speaker Paul Ryan. Get a strong, working family economic message, combine it with our overall message of tolerance and acceptance for all and pit it against the open bigotry of the GOP, and we re golden.Throwing one another under the bus, re-litigating the 2016 primaries and general election, and continuing this infighting does nothing but tear the party apart further. Certainly throwing the best fundraiser the House Democrats have not to mention the first female House Speaker of the United States of America under the bus is not the way.Remember we re all Democrats. We share the same values. Our diversity is what makes us beautiful. Now, let s come together, rebuild our party, and kick the GOP out of Congress in 2018, and out of the White House in 2020.Here is some great video commentary to illustrate these points:Featured image via Win McNamee/Getty Images",0,Fake
"Trump slaps sanctions on Venezuela; Maduro sees effort to force default CARACAS/WASHINGTON/ - U.S. President Donald Trump signed an executive order that prohibits dealings in new debt from the Venezuelan government or its state oil company on Friday in an effort to halt financing that the White House said fuels President Nicolas Maduro’s “dictatorship.” Maduro, who has frequently blamed the United States for waging an “economic war” on Venezuela, said the United States was seeking to force Venezuela to default — but he said it would not succeed. The order is Washington’s biggest sanctions blow to date against Maduro and is intended to punish his leftist government for what Trump has called an erosion of democracy in the oil-rich country, which is already reeling from an economic crisis. It suggests a weakening in already strained relations between the two countries. Just three days ago, Maduro said the relations between Caracas and Washington were at their lowest point ever. “All they’re trying to do to attack Venezuela is crazy,” said Maduro on a TV broadcast on Friday. “With the efforts of our people, it will fail and Venezuela will be stronger, more free, and more independent.” Venezuela faces a severe recession with millions suffering food and medicine shortages and soaring inflation. The South American nation relies on oil for some 95 percent of export revenue. Citgo Petroleum [PDVSAC.UL], the U.S. refiner of Venezuela’s ailing state-run oil company PDVSA, is “practically” being forced to close by the order, warned Maduro, adding that a preliminary analysis showed the sanctions would impede Venezuelan crude exports to the United States. He said he was calling “urgent” meetings with U.S. clients of Venezuelan oil. The new sanctions ban trade in any new issues of U.S.-dollar-denominated debt of the Venezuelan government and PDVSA [PDVSA.UL] because the ban applies to use of the U.S. financial system. As a result, it will be it tricky for PDVSA to refinance its heavy debt burden. Investors had expected that PDVSA would seek to ease upcoming payments through such an operation, as it did last year, which usually requires that new bonds be issued. Additional financial pressure on PDVSA could push the cash-strapped company closer to a possible default, or bolster its reliance on key allies China and Russia, which have already lent Caracas billions of dollars. “They want us to fall into default,” said Maduro, adding that just under two-thirds of Venezuelan bond holders are in the United States. Maduro insisted that Venezuela would continue paying its debts. The decision also blocks Citgo Petroleum from sending dividends back to the South American nation, a senior official said, in a further blow to PDVSA’s coffers. However, the order stops short of a major ban on crude trading that could have disrupted Venezuela’s oil industry and worsened the country’s faltering economy. It also protects holders of most existing Venezuelan government and PDVSA bonds, who were relieved the sanctions did not go further. Venezuelan and PDVSA bonds were trading broadly higher on Friday afternoon. “Maduro may no longer take advantage of the American financial system to facilitate the wholesale looting of the Venezuelan economy at the expense of the Venezuelan people,” U.S. Treasury Secretary Steven Mnuchin said on Friday. Venezuela’s Oil Ministry and PDVSA did not immediately respond to a request for comment. PDVSA, the financial engine of Maduro’s government, is already struggling due to low global oil prices, mismanagement, allegations of corruption and a brain drain. Washington last month sanctioned PDVSA’s finance vice president, Simon Zerpa, complicating some of the company’s operations as Americans are now banned from doing business with him. Trump has so far spared Venezuela from broader sanctions against its vital oil industry, but officials have said such actions are under consideration. The Republican president has also warned of a “military option” for Venezuela, although White House national security adviser H.R. McMaster said on Friday that no such actions are anticipated in the “near future.” Venezuela has for months struggled to find financing because of PDVSA’s cash flow problems and corruption scandals have led institutions to tread cautiously, regardless of sanctions. Russia and its state oil company Rosneft have emerged as an increasingly important source of financing for PDVSA, according to a Reuters report. On at least two occasions, the Venezuelan government has used Russian cash to avoid imminent defaults on payments to bondholders, a high-level PDVSA official told Reuters. “At this point our view is that the country can scrape by without defaulting this year, largely with the help of Chinese and Russian backing and by further squeezing imports. Next year is a tossup,” said Raul Gallegos, an analyst with the consultancy Control Risks. However, China has grown reticent to extend further loans because of payment delays and corruption. Russia has been negotiating financing in exchange for oil assets in Venezuela, sources have told Reuters, but going forward it would be difficult for the OPEC member to provide enough assets to keep up loans destined for bond payments. Venezuela’s government has around $2 billion in available cash to make $1.3 billion in bond payments by the end of the year and to cover the import of food and medicine, according to documents reviewed by Reuters.",1,Real
"Secret CIA Report Shows Russia Hacked Both Parties, ONLY Released Dem Data To Help Trump Friday morning, after public outcry and unprecedented bipartisan urging from Congress, President Obama ordered an official review into election-related hacking over what involvement Russia had in influencing the presidential election in November.In the span of just about 24 hours, the CIA succeeded in confirming that the allegations of Russian interference with the presidential election are indeed fact. Russia is guilty of election-related hacking, and Trump is scared out of his tiny little mind right now because as The Washington Post reports, Russia not only hacked the election, but they did so with the specific intent to help Trump win and didn t release information on Republicans they likely obtained. It is the assessment of the intelligence community that Russia s goal here was to favor one candidate over the other, to help Trump get elected, said a senior U.S. official briefed on an intelligence presentation made to U.S. senators. That s the consensus view. Of course, like he always does, Trump calls foul and dismisses the CIA s findings: These are the same people that said Saddam Hussein had weapons of mass destruction, the statement begins. The election ended a long time ago in one of the biggest Electoral College victories in history, it continues . It s now time to move on and Make America Great Again!' It sounds like what Trump meant to say was, It s now time to move on and Make America Russia Again!' Watch Rachel Maddow break this down:So far, there are no crazy Twitter responses from Trump, but we will keep you updated.Featured Image via Getty Images/Scott Olson",0,Fake
"Factbox: Who are Britain First, whose leader's posts Trump re-tweeted? LONDON - U.S. President Donald Trump has re-tweeted anti-Islam videos originally posted by Jayda Fransen, a leader of a far-right British party convicted earlier in November of abusing a Muslim woman. Fransen is deputy leader of the anti-immigrant Britain First group. Here are some details about her organization: Britain First was founded in 2011 by leader Paul Golding with a membership of three individuals. It describes itself as a “patriotic political party and street movement”, although critics denounce it as a far-right, racist organization. “Britain First is committed to preserving our ancestral ethnic and cultural heritage, traditions, customs and values,” it says on its website. It wants to deport all illegal immigrants, halt all further immigration, and introduce “a comprehensive ban on the religion of Islam” with headscarves being outlawed in public. “Anyone found to be promoting the ideology of Islam will be subject to deportation or imprisonment,” its policy platform states. It holds protests across the country, usually attended by a couple of hundred supporters at most, many of whom hold white crosses because the group argues Christianity in Britain is being threatened by immigration and the growth of militant Islam. Golding was a former senior figure in the far-right British National Party and was elected a local councillor in 2009. In his biography on the group’s website it says he was “sent to prison in 2016 for confronting a Muslim hate preacher who was secretly recorded saying it’s okay for Muslims to keep sex slaves”. Golding stood for election as London mayor in May 2016, winning 31,372 votes, 1.2 percent of all cast. Fransen, who was elected deputy leader in 2014, was convicted of religiously aggravated harassment in November 2017, and both she and Golding are facing further similar charges. The group gained prominence in June 2016 when Labour lawmaker Jo Cox was shot dead on the street by a Nazi-obsessed loner who witnesses said had been shouting “Britain first” during the attack. Fransen told Reuters the killer had nothing to do with her group.",1,Real
"Trump leaning toward Powell for Fed chair: Politico - Federal Reserve Governor Jerome Powell is the leading candidate to become the chair of the U.S. central bank after President Donald Trump concluded a series of meetings with five finalists on Thursday, Politico reported, citing three administration officials. The officials cautioned that Trump, who met with current Chair Janet Yellen for about half an hour on Thursday, has not made a final decision, according to the Politico report.",1,Real
"‘Has She Had A Brain Aneurysm?’: Glenn Beck Concerned Over Sarah Palin’s Erratic Behavior It finally dawned on Glenn Beck that his buddy Sarah Palin isn t quite right in the head. Last night on his television show, Beck expressed concern for Sarah Palin s erratic behavior lately and wondered if she suffered a brain aneurysm, according to Right Wing Watch. The half-term Governor of Alaska had thrown her full support behind Donald Trump s bid for the White House, then after his win she attacked him for the Carrier deal, calling it Crony Capitalism. For once in her life, she got something right but she should have known that Trump would pull such a move. Beck called Palin s enthusiastic endorsement of Trump crazy. Sincerely, has she had a brain aneurysm? Beck said Monday night on his program. Because I don t know what has happened to her. Because before Palin attacked the Carrier deal, Trump was considering her for a cabinet position. She s totally unqualified for the position of Secretary of Veterans Affairs, but Trump is also unqualified to be leader of the free world so it kind of makes sense he chose her. But, Beck thought she would have done a fine job in that capacity.Beck said Palin attacking Trump over the Carrier deal is absurd, because you own it, Sarah. You brought it to the table. He said he would do that! Beck and his staff members decided that maybe Palin is lashing out at Trump because she is just butt-hurt over the fact that she may not get the V.A. secretary position after all.Watch:The political arena in this country is so insane that Glenn Beck is making sense. Glenn. Fucking. Beck. Let that sink in for a moment.Sarah Palin does own this. Instead of draining the swamp, Trump is filling it with terrifying creatures. Everything Trump accused Hillary Clinton of, he is doing. Trump hasn t even been sworn in yet and he s plagued with scandals. But, Hillary s emails were made into a scandal so he s going to be the next president.Photo: J.D. Lasica via Flickr.",0,Fake
"As new fiscal year dawns, hope for Illinois budget dims CHICAGO - Risking a historic drop to junk bond status, Illinois began its third straight fiscal year without a budget on Saturday as political maneuvering dimmed hopes for a bipartisan spending and revenue package anytime soon. While the House scheduled session on Sunday to take up a revenue package, the Senate is not slated to return until Monday. The nation’s fifth-largest state has lacked a full operating budget since July 2015 and is under a warning from S&P that it will drop Illinois’ creditworthiness to the lowest of any state in history if it fails to pass a fiscal 2018 budget that starts to address a chronic structural deficit. Talks between Democrats who control the Illinois House and Republicans had shown signs of progress as both sides rallied behind a $36.5 billion spending blueprint on Friday and were poised to build on that positive movement in a rare Fourth of July holiday weekend legislative session. Instead, tensions broke out on the House floor between House Republican Leader Jim Durkin and Democratic House Speaker Michael Madigan, who initially informed the legislative chamber that no budget votes would be taken on Sunday. “Saying we’ll gavel out and return at some point [Sunday] to me does not send a message to Illinoisans that we’re prepared to bring this to resolution any time soon,” said Durkin, the Republican Party’s legislative proxy for Governor Bruce Rauner, who has stayed on the sidelines of recent budget negotiations. Madigan walked off the floor a short time later to the shout of “Speaker Junk” from State Representative Grant Wehrli, a suburban Chicago Republican. By late afternoon, Madigan reversed course and said there indeed would be a vote on a tax-increase package Sunday, neglecting any mention of accompanying votes on a local property tax freeze or workers compensation reforms that are two of Rauner’s key demands under negotiation. In a statement, Madigan said he was “encouraged by the progress” in talks with Durkin and vowed to vote Sunday on a revenue package “modeled on the bill supported by the governor and House and Senate Republicans.” Durkin made clear in his own statement that “there is no agreement on a comprehensive budget package that includes reforms and revenue,” contradicting Madigan and painting a dim outlook for bipartisan consensus on Sunday. “This impasse can only be resolved in a negotiated manner,” Durkin said. “It is our hope that Democrats will remain at the negotiating table.”",1,Real
"Karma Finds Hypocrite Kellyanne Conway And Humiliates Her After FBI Says They’re Investigating Trump What goes around finally came around to bite Kellyanne Conway on the ass.In October, Trump s then-campaign manager and current White House counselor posted a message on Twitter aimed at Hillary Clinton.Conway mocked Clinton by writing that honest people are not investigated by the FBI.Most honest people I know are not under FBI investigation, let alone two. Kellyanne Conway October 29, 2016At the time, the tweet was criticized because Trump was in the middle of being slammed by women across the country for saying that he grabs women by the genitalia without their consent. However, the tweet really didn t gain much, if any, media coverage.But that has all changed.In light of FBI Director James Comey telling Congress that Trump has been under investigation for colluding with Russia during the 2016 Election, Twitter users were quick to use Conway s tweet against her to point out how big of a hypocrite she is, demonstrating once again that Trump and his team really should watch what they say on social media because their words can come back to haunt well this tweet certainly hasn t aged well ??? Jordan March 20, LOL Chris Mandle March 20, HAHAHAHAHAHAHHAHAHAHAHHAHAHAAHHAHAHAHAHAHAHHAHAHAHAHA YOU HAUNTED PUPPET HAHAHAHAHAHAHAHHAHAHAHAHAH WITH YOUR HYPOCRITE ASS BROAZAY March 20, well this is awkward abdul ? March 20, 2017Life comes at you fast, right @KellyannePolls? #TrumpRussia Cole Ledford March 20, 2017Indeed RT @KellyannePolls Most honest people I know are not under FBI investigation Michael E. Mann March 21, Karma is a bitch. Rahul Sood March 20, @FoxNews only dishonest people are under FBI investigation Leo March 20, 2017WELL ISN T THIS JUST DELICIOUS!? LMAOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO @KellyannePolls Ba vo Ratatouille March 20, We see ya! pic.twitter.com/vxuuWTGJmL Resist4Humanity March 20, Hey girl! Just wanted to remind you of this tweet! We just found the one instance where you didn t lie!! Rachel Quaintance March 20, 2017. @KellyannePolls pic.twitter.com/VwJbqiDV7A hawkize March 20, well, @realdonaldtrump is under investigation AS CONFIRMED TODAY by Comey. Care to change this tweet now? Ahava Feldman March 20, 2017Donald Trump and his entire administration is illegitimate and they should all resign in disgrace.Featured image via Yana Paskova/Getty Images",0,Fake
"Republican Collins will stay in U.S. Senate, focused on healthcare - U.S. Senator Susan Collins of Maine, a moderate Republican who helped block her party’s efforts to repeal the Affordable Care Act this year, said she planned to remain in her current office rather than run for governor. The four-term incumbent attracted national attention this summer as one of three Republican senators who voted in July against a bill to repeal the law often called Obamacare, a move that angered U.S. President Donald Trump. She said on Friday that remaining in the Senate would allow her to use her powerful voice in reforming the U.S healthcare system. Collins, who like all Republicans in the Senate in 2009 voted against the sweeping healthcare legislation, said she believed urgent action was needed to improve it but criticized the way repeal efforts had been handled over the summer. “When we’re dealing with an issue that affects millions of Americans, we need to understand the consequences of what we are doing, not vote on bills in the middle of the night that have had no substantive hearings,” Collins, 64, told a group of business leaders in Rockland, a city on the state’s midcoast. “We must stop allowing partisanship to be the pre-existing condition that prevents meaningful healthcare reform.” Urgent action is needed to stabilize the insurance markets, including creating high-risk pools, she said. She wants to require employers to offer healthcare coverage only to people who work 40 hours a week or more, raising the threshold from 30 hours. For weeks, Collins had flirted publicly with the idea of launching a bid to succeed Governor Paul LePage, a fiery conservative first elected in 2010 on a wave of support from the populist Tea Party movement. State laws forbid LePage from seeking a third term. Collins and LePage mark out the two poles of the state’s Republican Party. Collins’ independence makes her an increasingly powerful player in Washington, one veteran Maine political observer said. “She is at the very center of virtually every big policy debate and big vote in the U.S. Senate,” said Mark Brewer, professor of political science at the University of Maine. “She remains an incredibly important player on any issue she wants to focus on.” Senate Majority Leader Mitch McConnell welcomed the news: “Her decision to remain in the Senate is important not only for the people of Maine, who she serves so well, but for the nation as a whole.”",1,Real
